user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source,login_issue
111632,50.0,male,australia,android,2.0,7.0,2.349468678892896,48.86,15.0,3.0,5.0,7.0,0.0,0.0,9.0,basic,4.0,3.0,1.0,3.0,0.53,59.8,641.0,referral,False
111633,32.0,female,india,ios,2.0,10.0,3.3361253849184407,35.7,13.0,7.0,1.0,3.0,0.6931471805599453,0.0,0.0,basic,8.0,3.0,4.0,5.0,0.39,87.03,948.0,organic,False
111634,33.0,male,singapore,ios,1.2,8.0,2.080690761080268,31.15,6.0,6.0,4.0,5.0,0.0,0.0,34.0,free,8.0,2.0,4.0,4.0,0.08,75.16,748.0,email campaign,False
111635,55.0,female,singapore,web,2.1,6.0,1.7029282555214393,45.58,17.0,5.0,3.0,22.0,0.6931471805599453,0.0,27.0,basic,2.0,0.0,5.0,5.0,0.38,50.87,614.0,email campaign,False
111636,23.0,other,india,android,1.2,10.0,1.6253112615903906,25.39,15.0,3.0,5.0,15.0,0.0,0.0,6.0,basic,2.0,1.0,1.0,1.5,0.35,66.64,1159.0,organic,False
111637,42.0,male,usa,ios,2.0,3.0,3.1271990362962967,16.61,10.0,1.0,1.0,17.0,0.6931471805599453,0.0,43.0,basic,2.0,0.0,1.0,5.0,0.83,97.95,634.0,referral,False
111638,32.0,male,germany,ios,2.1,8.0,1.9459101490553132,60.18,9.0,4.0,3.0,16.0,0.0,0.0,32.0,free,5.0,3.0,1.0,4.0,0.67,62.53,1186.0,organic,False
111639,21.0,female,usa,android,2.0,9.0,2.0943301541735866,56.62,9.0,10.0,5.0,7.0,1.0986122886681098,0.0,32.0,premium,9.0,1.0,2.0,4.0,0.39,85.04,542.0,google ads,False
111640,21.0,female,canada,android,1.1,6.0,1.463255402256019,19.87,11.0,4.0,3.0,5.0,0.0,0.0,34.0,free,6.0,3.0,5.0,3.0,0.2,61.54,1117.0,organic,False
111641,47.0,male,usa,ios,2.1,10.0,2.9428587839469227,36.88,8.0,6.0,6.0,22.0,0.6931471805599453,0.0,2.0,free,5.0,5.0,4.0,5.0,0.3,77.89,533.0,referral,False
111642,51.0,male,usa,android,1.2,9.0,2.5265283244788197,68.89,11.0,5.0,5.0,17.0,0.6931471805599453,0.0,18.0,free,5.0,3.0,3.0,3.0,0.54,74.18,336.0,organic,False
111643,44.0,male,india,ios,2.0,7.0,3.1717842173343502,29.9,11.0,3.0,0.0,10.0,0.6931471805599453,0.0,18.0,free,4.0,2.0,5.0,1.5,0.69,84.56,948.0,organic,False
111644,48.0,female,usa,android,2.1,6.0,2.7930039069823738,52.71,10.0,3.0,3.0,4.0,0.0,0.0,17.0,free,8.0,5.0,4.0,3.0,0.87,55.48,676.0,google ads,False
111645,49.0,female,india,ios,1.2,6.0,2.8814431271518632,47.08,10.0,6.0,2.0,14.0,0.6931471805599453,0.0,38.0,free,9.0,3.0,2.0,5.0,0.12,72.95,997.0,referral,False
111646,56.0,other,singapore,ios,2.0,4.0,2.3398808777377424,19.35,13.0,5.0,4.0,8.0,0.0,0.0,16.0,free,3.0,6.0,3.0,5.0,0.81,55.17,680.0,organic,False
111647,26.0,female,australia,android,2.1,8.0,1.4562867329399256,55.92,12.0,3.0,2.0,21.0,0.6931471805599453,0.0,37.0,free,7.0,3.0,1.0,3.0,0.04,60.22,598.0,organic,False
111648,58.0,female,australia,ios,2.0,8.0,2.344686269012681,18.65,17.0,7.0,7.0,17.0,0.0,0.0,40.0,free,8.0,3.0,1.0,4.0,0.99,68.82,961.0,organic,False
111649,25.0,male,uk,android,2.1,4.0,3.005682604407159,66.98,10.0,3.0,4.0,16.0,0.0,0.0,39.0,premium,8.0,0.0,4.0,4.0,0.85,81.79,1145.0,referral,False
111650,31.0,female,india,android,2.0,3.0,1.2947271675944,69.98,10.0,2.0,2.0,11.0,0.0,0.0,27.0,free,3.0,4.0,0.0,1.5,0.86,82.4,843.0,organic,False
111651,50.0,female,india,android,1.1,7.0,2.6034301519721073,14.94,13.0,4.0,3.0,16.0,0.6931471805599453,0.0,35.0,premium,3.0,5.0,4.0,3.0,1.0,48.79,602.0,google ads,False
111652,40.0,female,india,android,2.0,12.0,2.0869135565185366,49.68,18.0,7.0,3.0,10.0,0.0,0.0,3.0,premium,6.0,1.0,1.0,4.0,0.08,65.99,1082.0,google ads,False
111653,38.0,male,canada,android,1.2,3.0,2.1258479144939915,40.46,13.0,6.0,4.0,11.0,0.0,0.0,33.0,premium,3.0,3.0,1.0,4.0,0.51,56.72,377.0,organic,False
111654,29.0,male,germany,android,2.1,9.0,2.460443177609626,34.01,11.0,8.0,4.0,4.0,0.0,0.0,28.0,free,4.0,4.0,2.0,4.0,0.9,59.5,293.0,organic,False
111655,19.0,female,usa,ios,1.1,7.0,2.402430427963762,39.86,10.0,7.0,6.0,12.0,0.0,0.0,40.0,free,1.0,3.0,0.0,2.0,0.21,75.42,93.0,organic,False
111656,30.0,female,australia,web,1.2,11.0,1.840549633397487,28.03,13.0,5.0,7.0,22.0,0.0,0.0,19.0,basic,4.0,2.0,3.0,4.0,0.82,80.53,324.0,referral,False
111657,21.0,male,germany,ios,1.2,8.0,2.790551422613954,31.07,16.0,4.0,4.0,21.0,0.0,0.0,0.0,free,3.0,1.0,1.0,5.0,0.75,68.77,242.0,organic,False
111658,37.0,female,india,ios,1.1,8.0,1.9810014688665833,58.01,15.0,8.0,3.0,21.0,1.0986122886681098,0.0,2.0,basic,4.0,1.0,2.0,4.0,0.07,53.92,1100.0,email campaign,False
111659,31.0,male,india,ios,1.0,3.0,2.67552700939665,42.56,18.0,5.0,2.0,17.0,0.0,0.0,36.0,premium,3.0,4.0,4.0,3.0,0.01,73.72,272.0,email campaign,False
111660,47.0,female,india,android,2.0,6.0,1.4973884086254776,31.85,11.0,6.0,5.0,24.0,0.0,0.0,0.0,free,4.0,1.0,3.0,4.0,0.8,62.1,504.0,organic,False
111661,46.0,other,india,android,1.2,8.0,1.2267122912954254,59.82,10.0,10.5,4.0,3.0,0.0,0.0,10.0,free,3.0,4.0,1.0,3.0,0.63,58.55,148.0,organic,False
111662,25.0,male,usa,web,1.1,5.0,2.325324579963535,82.89,9.0,7.0,0.0,21.0,0.6931471805599453,0.0,37.0,free,9.0,2.0,2.0,3.0,0.47,40.47,228.0,referral,False
111663,29.0,female,uk,android,1.0,8.0,2.1377104498038118,63.51,8.0,7.0,4.0,18.0,0.0,0.0,9.0,premium,4.0,3.0,2.0,3.0,0.15,63.65,647.0,facebook ads,False
111664,58.0,male,uk,ios,1.1,7.0,0.7929925155296614,5.0,7.0,5.0,7.0,19.0,0.6931471805599453,0.0,19.0,premium,5.0,4.0,1.0,5.0,0.03,83.85,932.0,referral,False
111665,55.0,male,singapore,web,1.1,11.0,2.9927277645336923,65.85,12.0,5.0,5.0,17.0,0.0,0.0,28.0,basic,2.0,4.0,4.0,4.0,0.04,84.32,500.0,email campaign,False
111666,43.0,female,india,android,1.0,6.0,2.50715725872282,28.7,12.0,5.0,4.0,7.0,0.0,0.0,25.0,basic,6.0,2.0,4.0,3.0,0.21,64.15,1059.0,facebook ads,False
111667,19.0,female,india,ios,1.2,7.0,2.733717947850788,39.06,7.0,4.0,1.0,7.0,0.0,0.0,40.0,free,4.0,5.0,5.0,4.0,0.7,53.97,527.0,google ads,False
111668,57.0,male,uk,ios,1.0,8.0,1.7298840655099674,5.51,14.0,5.0,3.0,15.0,1.3862943611198906,0.0,39.0,basic,2.0,5.0,2.0,5.0,0.32,76.2,778.0,referral,False
111669,31.0,male,uk,ios,2.0,8.0,2.589266665112243,36.2,12.0,6.0,7.0,6.0,0.0,0.0,31.0,premium,7.0,2.0,0.0,3.0,0.44,62.18,809.0,referral,False
111670,23.0,female,india,ios,1.2,5.0,1.843719208158766,40.22,12.0,5.0,6.0,4.0,0.0,0.0,12.0,free,6.0,7.0,1.0,5.0,0.9,38.54,1152.0,google ads,False
111671,59.0,female,australia,ios,2.0,13.0,1.410986973710262,28.59,15.0,4.0,4.0,23.0,1.0986122886681098,0.0,33.0,basic,8.0,4.0,1.0,4.0,0.37,63.55,602.0,organic,False
111672,57.0,male,india,android,1.0,5.0,2.8015405441895487,28.51,10.0,2.0,5.0,6.0,0.0,0.0,9.0,free,8.0,1.0,0.0,3.0,0.34,61.39,1055.0,organic,False
111673,48.0,female,usa,android,1.2,9.0,2.3813962734183356,62.91,15.0,1.0,6.0,14.0,0.0,0.0,0.0,free,13.0,6.0,0.0,4.0,0.59,53.77,494.0,google ads,False
111674,34.0,male,uk,android,2.0,8.0,0.6781616055764723,70.46,10.0,3.0,6.0,7.0,0.0,0.0,10.0,free,3.0,0.0,1.0,4.0,0.02,54.8,1109.0,organic,False
111675,42.0,male,usa,ios,1.1,7.0,2.05668455455722,90.81,20.0,3.0,5.0,4.0,0.0,0.0,7.0,free,4.0,2.0,2.0,4.0,0.04,35.58,205.0,organic,False
111676,49.0,male,uk,android,1.1,10.0,1.144222799920162,36.37,14.0,4.0,3.0,17.0,0.0,0.0,15.0,free,5.0,3.0,5.0,4.0,0.22,77.89,989.0,organic,False
111677,29.0,male,india,web,2.0,10.0,3.1540172525197043,33.6,8.0,5.0,3.0,16.0,1.3862943611198906,0.0,17.0,basic,2.0,3.0,2.0,4.0,0.98,65.23,538.0,email campaign,False
111678,30.0,male,india,android,1.1,9.0,2.580216829592325,24.73,13.0,5.0,8.0,18.0,0.6931471805599453,0.0,16.0,premium,7.0,5.0,1.0,3.0,0.16,75.02,1076.0,referral,False
111679,36.0,male,australia,ios,2.0,8.0,2.4239173781615704,76.83,13.0,8.0,4.0,24.0,0.0,0.0,33.0,premium,6.0,4.0,4.0,5.0,0.69,82.38,211.0,referral,False
111680,42.0,male,germany,ios,2.0,16.0,2.8936995479888394,29.84,11.0,7.0,3.0,24.0,0.0,0.0,36.0,premium,3.0,2.0,0.0,4.0,0.51,72.98,527.0,organic,False
111681,48.0,male,india,ios,1.2,7.0,3.177220149599368,56.39,4.0,5.0,5.0,10.0,0.0,0.0,34.0,free,4.0,3.0,6.0,3.0,0.72,67.15,547.0,referral,False
111682,54.0,male,singapore,ios,2.0,6.0,2.2213750375685026,68.98,10.0,7.0,3.0,6.0,0.6931471805599453,0.0,12.0,free,8.0,2.0,0.0,4.0,0.61,54.99,610.0,organic,False
111683,42.0,male,germany,web,2.0,8.0,2.224623551524334,33.31,6.0,4.0,1.0,19.0,0.0,0.0,10.0,free,7.0,7.0,3.0,4.0,0.34,46.13,84.0,organic,False
111684,33.0,female,australia,android,1.2,10.0,3.17220341666977,54.96,6.0,4.0,1.0,15.0,0.0,0.0,26.0,free,7.0,5.0,4.0,4.0,0.49,100.0,682.0,organic,False
111685,55.0,female,canada,ios,2.1,11.0,1.4973884086254776,69.16,8.0,4.0,3.0,23.0,0.0,0.0,11.0,free,6.0,3.0,1.0,4.0,0.73,53.92,394.0,facebook ads,False
111686,40.0,female,usa,android,2.1,10.0,3.391483689474516,23.66,11.0,5.0,5.0,4.0,1.0986122886681098,0.0,14.0,basic,7.0,1.0,1.0,4.0,0.27,64.54,673.0,organic,False
111687,31.0,male,india,android,2.1,15.0,2.048982334195127,7.02,12.0,3.0,8.0,7.0,0.0,0.0,14.0,premium,7.0,4.0,1.0,4.0,0.19,45.06,29.0,google ads,False
111688,23.0,female,india,ios,1.0,8.0,1.8229350866965048,53.33,11.0,2.0,4.0,4.0,0.0,0.0,14.0,basic,5.0,4.0,4.0,4.0,0.79,99.75,314.0,google ads,False
111689,42.0,male,india,android,1.1,6.0,2.711377991194885,39.23,11.0,1.0,8.0,8.0,0.0,0.0,30.0,free,7.0,4.0,2.0,4.0,0.09,65.38,891.0,referral,False
111690,40.0,male,australia,ios,1.0,8.0,1.4036429994545037,16.0,12.0,7.0,7.0,20.0,0.0,0.0,32.0,basic,5.0,4.0,4.0,3.0,0.52,62.46,678.0,organic,False
111691,29.0,female,india,android,2.1,7.0,2.6195832197798796,58.17,6.0,7.0,1.0,14.0,0.0,0.0,22.0,free,6.0,2.0,0.0,4.0,0.37,68.38,778.0,referral,False
111692,30.0,female,india,android,1.2,10.0,1.4327007339340463,60.68,14.0,4.0,4.0,8.0,0.0,0.0,10.0,free,3.0,4.0,6.0,1.5,0.97,77.86,1074.0,google ads,False
111693,53.0,male,usa,android,1.0,5.0,2.9128939952449864,91.88,10.0,5.0,5.0,12.0,0.0,0.0,41.0,basic,10.0,5.0,3.0,4.0,0.67,86.9,1079.0,facebook ads,False
111694,56.0,female,singapore,ios,2.0,9.0,3.2480462021679806,77.13,8.0,4.0,3.0,15.0,0.0,0.0,18.0,free,10.0,2.0,1.0,4.0,0.45,70.4,823.0,email campaign,False
111695,51.0,female,india,ios,2.0,6.0,2.7324175575505043,47.0,12.0,6.0,5.0,21.0,0.0,0.0,31.0,free,9.0,2.0,4.0,4.0,0.2,71.91,565.0,organic,False
111696,23.0,female,india,ios,1.0,4.0,0.9400072584914712,38.96,8.0,5.0,1.0,3.0,0.0,0.0,22.0,basic,2.0,1.0,4.0,5.0,0.94,100.0,1098.0,organic,False
111697,55.0,male,india,android,1.1,8.0,1.4060969884160703,50.41,10.0,5.0,4.0,3.0,0.0,0.0,11.0,premium,5.0,3.0,4.0,3.0,0.88,41.75,159.0,facebook ads,False
111698,57.0,female,india,ios,1.1,4.0,1.9358598132018119,44.77,12.0,7.0,4.0,18.0,0.0,0.0,3.0,basic,10.0,2.0,1.0,4.0,0.22,96.12,744.0,organic,False
111699,25.0,female,australia,ios,1.2,6.0,2.776954179749421,64.88,13.0,7.0,4.0,20.0,0.6931471805599453,0.0,42.0,free,9.0,2.0,2.0,1.5,0.82,62.32,177.0,email campaign,False
111700,25.0,female,india,android,1.2,6.0,2.7285062096695922,56.49,10.0,5.0,7.0,13.0,0.0,0.0,15.0,basic,6.0,1.0,3.0,4.0,0.53,80.96,230.0,facebook ads,False
111701,57.0,male,india,android,1.2,11.0,1.9960599327407849,33.27,14.0,4.0,3.0,22.0,0.0,0.0,27.0,free,2.0,6.0,3.0,4.0,0.91,58.97,677.0,google ads,False
111702,50.0,male,india,android,2.0,8.0,3.459151774922711,51.62,17.0,4.0,3.0,13.0,0.6931471805599453,0.0,31.0,free,4.0,2.0,3.0,4.0,0.74,60.76,1046.0,google ads,False
111703,51.0,male,india,web,2.0,12.0,1.9430489167742813,44.33,11.0,2.0,5.0,4.0,1.0986122886681098,0.0,20.0,basic,8.0,4.0,3.0,3.0,0.04,56.78,1103.0,email campaign,False
111704,32.0,female,usa,ios,2.1,9.0,0.9895411936137477,47.62,14.0,4.0,3.0,24.0,0.0,0.0,4.0,basic,12.0,3.0,1.0,5.0,0.91,80.21,192.0,email campaign,False
111705,53.0,female,australia,ios,1.0,14.0,3.265759410767051,39.77,9.0,7.0,6.0,12.0,0.0,0.0,16.0,premium,3.0,4.0,5.0,2.0,0.42,58.16,840.0,organic,False
111706,52.0,female,usa,ios,1.2,7.0,2.681706225762608,18.75,12.0,4.0,6.0,23.0,0.0,0.0,9.0,basic,8.0,4.0,3.0,5.0,0.21,78.42,600.0,email campaign,False
111707,39.0,female,usa,android,1.1,9.0,2.6837575085331657,16.91,12.0,6.0,2.0,8.0,0.0,0.0,40.0,basic,10.0,5.0,1.0,2.0,0.94,52.52,884.0,referral,False
111708,40.0,female,usa,ios,2.1,9.0,2.9528247725427144,36.98,9.0,6.0,1.0,13.0,0.0,0.0,21.0,free,6.0,1.0,0.0,3.0,0.31,62.23,869.0,facebook ads,False
111709,57.0,female,india,android,1.2,7.0,3.15016862685841,42.68,15.0,8.0,3.0,18.0,0.0,0.0,12.0,basic,5.0,1.0,1.0,2.0,0.95,60.51,932.0,google ads,False
111710,39.0,male,india,ios,1.2,6.0,2.5478814489493886,32.17,17.0,7.0,4.0,24.0,0.0,0.0,2.0,free,3.0,2.0,2.0,3.0,0.63,82.13,1021.0,facebook ads,False
111711,22.0,male,uk,ios,2.0,6.0,2.5185025992165158,61.32,10.0,8.0,4.0,13.0,0.0,0.0,29.0,free,5.0,3.0,1.0,4.0,0.82,60.97,559.0,facebook ads,False
111712,48.0,female,india,web,1.1,7.0,1.4816045409242156,36.27,9.0,4.0,7.0,11.0,0.0,0.0,25.0,basic,8.0,1.0,4.0,3.0,0.21,81.42,199.0,organic,False
111713,30.0,female,india,android,2.0,13.0,1.706564623164823,28.09,13.0,4.0,6.0,5.0,0.0,0.0,37.0,free,9.0,4.0,0.0,4.0,0.29,58.89,272.0,organic,False
111714,45.0,female,australia,android,1.1,8.0,2.453587966530573,50.39,8.0,1.0,2.0,18.0,0.0,0.0,36.0,basic,4.0,1.0,2.0,2.0,0.64,65.15,904.0,google ads,False
111715,37.0,other,usa,web,1.0,4.0,3.0851158346886765,70.82,7.0,7.0,1.0,21.0,0.0,0.0,35.0,free,5.0,2.0,3.0,4.0,0.05,56.03,755.0,google ads,False
111716,50.0,male,australia,web,2.1,9.0,2.7087166456453704,31.81,13.0,2.0,5.0,23.0,0.0,0.0,27.0,free,11.0,5.0,1.0,3.0,0.71,59.79,341.0,organic,False
111717,33.0,male,usa,android,2.1,9.0,3.3782698770184507,28.07,13.0,7.0,0.0,10.0,0.0,0.0,19.0,free,7.0,4.0,4.0,3.0,0.81,66.3,395.0,google ads,False
111718,46.0,male,uk,android,2.0,8.0,2.4527277514237653,22.7,10.0,3.0,6.0,10.0,0.0,0.0,44.0,premium,4.0,3.0,4.0,4.0,0.43,55.33,1087.0,organic,False
111719,40.0,female,germany,android,2.1,8.0,1.667706820558076,44.36,9.0,7.0,4.0,12.0,0.0,0.0,32.0,free,10.0,4.0,2.0,4.0,0.52,78.02,723.0,organic,False
111720,41.0,male,canada,ios,1.2,11.0,2.5241273629412815,76.16,15.0,6.0,4.0,6.0,0.0,0.0,23.0,free,8.0,2.0,3.0,5.0,0.49,47.16,814.0,organic,False
111721,51.0,male,india,ios,1.2,7.0,3.145444546782318,72.43,11.0,7.0,8.0,18.0,0.0,0.0,11.0,free,8.0,2.0,0.0,4.0,0.76,66.73,260.0,google ads,False
111722,24.0,female,india,ios,2.0,5.0,2.3145136638593193,72.09,16.0,4.0,1.0,21.0,1.0986122886681098,0.0,31.0,free,8.0,3.0,5.0,4.0,0.45,56.31,328.0,google ads,False
111723,55.0,male,india,ios,2.0,5.0,3.4001968813285717,56.01,12.0,5.0,3.0,13.0,0.6931471805599453,0.0,35.0,free,4.0,5.0,2.0,2.0,0.77,62.34,654.0,organic,False
111724,54.0,male,usa,android,1.2,3.0,2.7498317351171653,59.83,13.0,4.0,4.0,24.0,0.0,0.0,20.0,free,3.0,2.0,2.0,4.0,0.22,68.77,1110.0,organic,False
111725,21.0,female,germany,android,1.0,10.0,1.9629077254238845,46.73,13.0,4.0,6.0,10.0,1.0986122886681098,0.0,36.0,basic,4.0,7.0,2.0,4.0,0.1,88.82,315.0,organic,False
111726,51.0,female,india,ios,1.0,11.0,2.671386216730619,49.16,6.0,4.0,3.0,21.0,0.0,0.0,35.0,free,8.0,3.0,0.0,4.0,0.28,57.19,683.0,email campaign,False
111727,59.0,female,canada,web,1.2,7.0,3.027230940613362,29.21,9.0,7.0,2.0,10.0,0.6931471805599453,0.0,44.0,basic,6.0,1.0,2.0,4.0,0.94,73.0,981.0,email campaign,False
111728,39.0,male,india,android,2.0,4.0,2.075684492802124,59.47,11.0,5.0,3.0,6.0,0.6931471805599453,0.0,38.0,free,10.0,4.0,0.0,4.0,0.32,59.97,264.0,google ads,False
111729,22.0,male,australia,android,2.1,7.0,3.058237478905388,43.61,15.0,6.0,8.0,21.0,0.6931471805599453,0.0,10.0,basic,10.0,6.0,3.0,2.0,0.83,60.62,228.0,organic,False
111730,59.0,female,india,ios,1.1,10.0,1.7715567619105355,29.15,17.0,2.0,4.0,5.0,0.0,0.0,29.0,free,9.0,3.0,1.0,4.0,0.27,57.86,610.0,organic,False
111731,40.0,other,uk,android,1.1,3.0,2.3589654264301534,40.27,11.0,3.0,7.0,21.0,0.0,0.0,33.0,free,6.0,1.0,4.0,2.0,0.9,53.65,974.0,google ads,False
111732,32.0,female,australia,android,1.0,9.0,3.0402275134405423,48.22,13.0,6.0,3.0,5.0,0.6931471805599453,0.0,36.0,basic,5.0,5.0,0.0,5.0,0.3,50.71,831.0,facebook ads,False
111733,48.0,female,usa,android,1.0,10.0,1.888583653863595,59.78,14.0,2.0,2.0,10.0,0.6931471805599453,0.0,31.0,basic,5.0,4.0,1.0,5.0,0.01,45.34,309.0,google ads,False
111734,26.0,male,canada,android,1.1,8.0,2.863913698933143,30.71,20.0,5.0,3.0,22.0,0.0,0.0,18.0,premium,6.0,1.0,0.0,5.0,0.43,60.75,364.0,organic,False
111735,42.0,female,india,ios,1.0,7.0,3.060583245873607,57.52,10.0,5.0,2.0,11.0,0.0,0.0,44.0,free,4.0,1.0,0.0,1.5,0.36,53.85,754.0,facebook ads,False
111736,42.0,female,india,android,2.0,6.0,0.9122827104766162,39.96,8.0,5.0,3.0,17.0,0.0,0.0,40.0,free,10.0,4.0,0.0,3.0,0.58,66.24,386.0,facebook ads,False
111737,38.0,female,india,ios,1.2,10.0,1.0152306797290584,32.68,12.0,5.0,3.0,4.0,0.0,0.0,21.0,premium,4.0,3.0,3.0,3.0,0.41,51.27,305.0,email campaign,False
111738,26.0,male,usa,android,2.0,5.0,1.2669476034873244,59.59,16.0,8.0,8.0,3.0,0.6931471805599453,0.0,19.0,free,6.0,3.0,2.0,3.0,0.06,26.38,887.0,facebook ads,False
111739,55.0,male,uk,android,2.1,5.0,1.6134299337036377,52.26,15.0,4.0,5.0,14.0,0.6931471805599453,0.0,34.0,premium,7.0,6.0,5.0,4.0,0.56,69.8,301.0,organic,False
111740,39.0,male,usa,android,1.1,10.0,0.9162907318741551,65.31,12.0,10.0,4.0,12.0,0.0,0.0,20.0,premium,7.0,3.0,1.0,4.0,0.12,53.51,1023.0,organic,False
111741,40.0,male,australia,ios,1.1,8.0,2.3960754360813845,54.45,10.0,7.0,3.0,20.0,0.0,0.0,37.0,basic,6.0,4.0,3.0,4.0,0.22,59.74,78.0,referral,False
111742,21.0,female,india,ios,2.0,8.0,1.1939224684724346,23.52,15.0,4.0,0.0,16.0,0.0,0.0,35.0,free,9.0,6.0,2.0,4.0,0.92,56.31,438.0,google ads,False
111743,46.0,female,india,ios,1.1,11.0,3.1126260250254902,79.08,12.0,6.0,4.0,5.0,0.6931471805599453,0.0,43.0,premium,3.0,2.0,2.0,1.5,0.67,46.93,78.0,organic,False
111744,32.0,male,india,android,1.0,7.0,1.463255402256019,40.28,9.0,3.0,3.0,10.0,0.0,0.0,8.0,basic,5.0,2.0,1.0,4.0,0.99,44.69,488.0,email campaign,False
111745,18.0,male,india,android,1.2,7.0,2.5152741864043966,54.21,6.0,4.0,2.0,10.0,0.6931471805599453,0.0,8.0,free,4.0,4.0,2.0,5.0,0.01,53.47,1188.0,organic,False
111746,47.0,male,usa,web,2.1,11.0,3.0855729775537806,53.31,11.0,8.0,7.0,11.0,0.0,0.0,40.0,free,3.0,2.0,4.0,4.0,0.19,54.66,104.0,facebook ads,False
111747,46.0,female,usa,ios,2.1,6.0,2.1736147116970854,28.92,10.0,9.0,4.0,11.0,0.0,0.0,20.0,free,10.0,4.0,3.0,4.0,0.05,67.37,1084.0,organic,False
111748,37.0,female,canada,ios,2.1,3.0,1.7715567619105355,13.4,7.0,6.0,3.0,11.0,0.0,0.0,19.0,free,2.0,1.0,0.0,5.0,0.36,54.93,612.0,email campaign,False
111749,50.0,female,canada,android,1.2,7.0,3.5854614949154477,27.61,13.0,4.0,6.0,18.0,0.6931471805599453,0.0,31.0,free,5.0,1.0,1.0,4.0,0.27,64.14,432.0,organic,False
111750,58.0,male,india,ios,1.0,4.0,2.7936160894318567,70.58,18.0,8.0,4.0,24.0,0.0,0.0,13.0,free,9.0,1.0,1.0,5.0,0.68,77.31,486.0,referral,False
111751,53.0,female,india,ios,1.0,8.0,1.6956156086751528,28.06,9.0,2.0,1.0,9.0,0.0,0.0,32.0,free,8.0,2.0,4.0,3.0,0.63,59.88,1173.0,facebook ads,False
111752,39.0,male,india,android,1.1,8.0,2.7350166493320245,44.71,6.0,10.0,5.0,23.0,0.6931471805599453,0.0,30.0,basic,3.0,4.0,3.0,5.0,0.21,83.98,43.0,referral,False
111753,30.0,male,uk,android,1.1,9.0,1.1505720275988207,56.75,8.0,8.0,3.0,17.0,0.0,0.0,44.0,free,5.0,1.0,1.0,1.5,0.19,70.26,197.0,referral,False
111754,24.0,other,canada,android,2.0,5.0,2.378619779270043,21.25,7.0,7.0,7.0,17.0,0.0,0.0,42.0,free,6.0,6.0,2.0,4.0,0.71,80.25,736.0,facebook ads,False
111755,25.0,female,singapore,ios,2.0,5.0,3.63705970538414,26.22,11.0,2.0,6.0,10.0,0.0,0.0,20.0,premium,8.0,4.0,1.0,4.0,0.36,55.02,426.0,referral,False
111756,45.0,female,singapore,android,2.0,10.0,2.298577071596507,33.65,9.0,10.0,5.0,7.0,0.6931471805599453,0.0,38.0,free,7.0,2.0,3.0,2.0,0.96,59.76,942.0,email campaign,False
111757,26.0,male,uk,ios,1.2,6.0,2.640484881606444,81.08,11.0,2.0,6.0,16.0,0.6931471805599453,0.0,31.0,free,4.0,2.0,1.0,4.0,0.06,100.0,1054.0,facebook ads,False
111758,42.0,female,canada,android,1.1,7.0,2.349468678892896,53.81,9.0,5.0,6.0,10.0,0.0,0.0,4.0,free,3.0,7.0,0.0,4.0,0.67,47.22,217.0,referral,False
111759,33.0,male,india,web,1.2,12.0,3.164630810015805,17.27,13.0,4.0,3.0,17.0,0.0,0.0,4.0,free,5.0,4.0,2.0,4.0,0.06,58.44,723.0,organic,False
111760,27.0,male,usa,android,2.0,12.0,1.551808799597464,49.56,12.0,5.0,1.0,7.0,0.6931471805599453,0.0,6.0,free,4.0,2.0,2.0,1.5,0.16,79.35,932.0,organic,False
111761,28.0,other,india,android,1.2,14.0,2.947591898226056,47.81,7.0,3.0,6.0,4.0,0.6931471805599453,0.0,9.0,free,9.0,1.0,4.0,4.0,0.84,56.88,9.0,organic,True
111762,48.0,male,india,web,2.0,10.0,2.180417459019838,53.81,17.0,6.0,5.0,6.0,0.0,0.0,24.0,free,7.0,7.0,2.0,3.0,0.34,41.18,711.0,facebook ads,False
111763,29.0,female,usa,ios,1.1,5.0,3.0426158594528414,26.72,11.0,7.0,8.0,18.0,0.0,0.0,4.0,premium,3.0,6.0,2.0,4.0,0.95,82.2,829.0,email campaign,False
111764,48.0,male,india,web,2.1,8.0,2.39698576841553,44.74,20.0,5.0,3.0,16.0,0.0,0.0,32.0,free,6.0,6.0,2.0,5.0,0.07,57.58,912.0,facebook ads,False
111765,31.0,male,india,android,1.1,10.0,2.248128907197987,51.31,17.0,5.0,1.0,22.0,0.0,0.0,24.0,basic,12.0,2.0,2.0,4.0,0.52,41.35,516.0,facebook ads,False
111766,49.0,male,singapore,ios,1.1,12.0,1.9021075263969205,67.67,18.0,5.0,6.0,7.0,0.0,0.0,21.0,free,8.0,2.0,4.0,3.0,0.8,85.84,865.0,email campaign,False
111767,34.0,female,singapore,web,1.2,3.0,1.4816045409242156,20.04,15.0,5.0,7.0,22.0,0.0,0.0,14.0,basic,6.0,2.0,0.0,5.0,0.66,92.76,619.0,organic,False
111768,52.0,male,usa,ios,1.1,9.0,2.8724340572094973,31.69,13.0,5.0,4.0,5.0,0.0,0.0,31.0,basic,4.0,0.0,3.0,4.0,0.13,81.51,1019.0,email campaign,False
